merchant_id,merchant_name,shop_description,shop_photo,shop_id,shop_name,shop_category,order_count,busi_dt,shop_category_id,category_id,row_num
11371,มนต์นมสด ( สาขา เสาชิงช้า),ขายขนมปัง สังขยา นมสด,1616228248540_48R8J8BLOS.jpg,11727,มนต์นมสด ( สาขา เสาชิงช้า),bakery,190669,2024-06-04,,1,1
57949,มนต์นมสด สาขาอิสรภาพ /Mont Nomsod Issaraphap Branch,เราจำหน่าย ขนมปังปิ้ง นึ่ง สังขยาหน้าต่างๆ นมสด ชา กาแฟ เบเกอรี่หลากหลาย พร้อมเสิร์ฟใหม่ สด ทุกวัน,1613195841214_TJTREDKYHR.jpg,62510,มนต์นมสด สาขาอิสรภาพ /Mont Nomsod Issaraphap Branch,bakery,118473,2024-06-04,,1,2
36028,อาม้าเบเกอรี่ (วัดแขก ไม่มีสาขา),ร้านอาม้าเบเกอรี่ (ไม่มีสาขา) ตั้งอยู่บนถนนสีลม ก่อนถึงวัดแขก จำหน่ายขนมปังสังขยา และไส้อื่นๆ สามารถสั่งสินค้าล่วงหน้าผ่านทางไลน์ อย่างน้อย 2 วัน(@amabakery),1607499470407_P7SGWTESOL.jpg,38385,อาม้าเบเกอรี่ (วัดแขก ไม่มีสาขา),bakery,44625,2024-06-04,,1,3
15606,เค้กต้นกก สามย่าน tonkok,"เค้กส้ม เค้กช็อก
คู่สามย่านกว่า 20ปี",1601812743013_7YPVD5WINC.jpg,16466,เค้กต้นกก สามย่าน tonkok,bakery,35642,2024-06-04,,1,4
85611,Captain Squid กัปตันสควิด สาขาศาลาแดง,ร้านครัวซองค์เนยสดฝรั่งเศส ต้นตำรับ ขนาดมินิ และขนาดใหญ่ มีให้เลือกมากกว่า 15 ไส้,1622869931371_ETEPC1D0V3.jpg,93617,Captain Squid กัปตันสควิด สาขาศาลาแดง,bakery,27300,2024-06-04,,1,5
10152,ภัค เบเกอรี่,Pak Bakery,1622345091672_YTWFQHMQU9.jpg,10450,ภัค เบเกอรี่,bakery,26741,2024-06-04,,1,6
29011,ยำจี๊ดจ้าด53/1 ยำมะม่วง ข้าวโพด มาม่า วุ้นเส้น,,1607022370092_QKYZF0VFFI.jpg,31105,ยำจี๊ดจ้าด53/1 ยำมะม่วง ข้าวโพด มาม่า วุ้นเส้น,bakery,24126,2024-06-04,,1,7
136583,saki club,"Old School Bakery Style 
ขนมที่ดี ไม่มีสารกันบูดเจือปน",1652172653045_F7E6N0SR63.jpg,150732,saki club,bakery,23571,2024-06-04,,1,8
13139,ร้านไอนม ปังเนย สายไหม 21,เมนูนมสด  น้ำผลไม้ปั่น  ปังเย็น       ปังปิ้ง ชานมไข่มุก,1610559941365_0HD7FJ05Y0.jpg,13810,ร้านไอนม ปังเนย สายไหม 21,bakery,21522,2024-06-04,,1,9
57223,นม-เนย เบเกอรี่,"ความอร่อยที่เป็น ""ตำนาน"" ยาวนานกว่า 20 ปี ขนมปังนมสด หอมนุ่ม ชุ่มเนย หลากหลายไส้ ขนมปังเหนียวนุ่ม ไส้แน่น สังขยาใบเตยหอมกะทิคั้นสด ข้นมัน หวานน้อย ขนมปังแฮมชีส ฉ่ำเยิ้ม ขนมปังเนยเยิ้ม สำหรับคนรักเนย ฯ",1645433726202_W6Q5X2WPQH.jpg,61649,นม-เนย เบเกอรี่,bakery,20872,2024-06-04,,1,10
62205,ขนมปังเจ้าอร่อยเด็ดเยาวราช สาขาเอ็มควอเทียร์,ขนมปังเยาวราชที่ส่งตรงความอร่อยถึงบ้าน สดใหม่ทุกวัน ไม่ต้องรอคิวนานของ เป็นสาขาในการดูแลของร้านเยาวราชโดยตรง,1678427580432_G5S7V3YUML.jpg,67401,ขนมปังเจ้าอร่อยเด็ดเยาวราช สาขาเอ็มควอเทียร์,bakery,19111,2024-06-04,,1,11
39582,ยำแซ่บนัวส์ ครัวฮาลาล,อาหารอีสาน ยำ จิ้มจุ่ม ฮาลาล,1624965632192_Y6ZDS7BXRY.jpg,42034,ยำแซ่บนัวส์ ครัวฮาลาล,bakery,17507,2024-06-04,,1,12
53946,ร้านยำจ๊ะจี๊ดจ๊าด,ยำสด รสแซ่บ ขายมานานกว่า15ปี สารพัดยำตำจี๊ดจ๊าด สารพัดยำตำแซ่บเหนือจินตนาการ,1628163751674_BFSP4KTE23.jpg,57793,ร้านยำจ๊ะจี๊ดจ๊าด,bakery,16294,2024-06-04,,1,13
57134,DK Bakery,ดีเค เบเกอรี่,1653460678914_G9SRQ9KJHA.jpg,61538,DK Bakery,bakery,15833,2024-06-04,,1,14
23148,มีนัด คาเฟ่,ขนม และอาหารคลีน คีโต เพื่อสุขภาพ,1626028800376_51OJMVEGC1.jpg,25018,มีนัด คาเฟ่,bakery,14582,2024-06-04,,1,15
184224,ปังตั้งตัว โชคชัย4 ขนมปังปิ้งไส้ทะลัก,ขนมปังปิ้งไส้ทะลัก by ปังตั้งตัว โชคชัย4 และหม่าล่าเสียบไม้ เผ็ด ชา สไตล์จีน,1644165414083_SZML6FF4V7.jpg,203941,ปังตั้งตัว โชคชัย4 ขนมปังปิ้งไส้ทะลัก,bakery,14394,2024-06-04,,1,16
147807,ชิฟฟ่อนเบเกอรี่เทเวศร์,"เค้กชิฟฟ่อนใบเตยแห่งแรกในเทเวศร์
ชิฟฟ่อนมีกล่อง 10/20 ชิ้น หรือ 10ชิ้นขึ้นไป
แยมโรล บัตเต้อร์เค้ก 5 ชิ้นขึ้นไป 
เค้กหน้าชิ้นเล็ก 2 ชิ้นขึ้นไปค่ะ",1634284339212_GFSSYWIP2X.jpg,163504,ชิฟฟ่อนเบเกอรี่เทเวศร์,bakery,14354,2024-06-04,,1,17
95854,ยำคุณแม็ค ยี่สิบบาททุกยำ,ยำ20ทุกยำและทุกอย่าง พิกัดรามคำแหง65 ลาดพร้าว122 มีห้องแอร์บริการ,1639648639881_1AQAVM48TM.jpg,104965,ยำคุณแม็ค ยี่สิบบาททุกยำ,bakery,13747,2024-06-04,,1,18
86380,หนิงนมสด,"สาขา 1 หลังธ.กรุงเทพสาขาสมุทรปราการ
สาขา 2 ทางไปรพ.เมืองสมุทรปากน้ำ 
ตรงข้ามสนามพระวัดพิชัยสงคราม",1622722828926_1CBPWO0L3L.jpg,94479,หนิงนมสด,bakery,13317,2024-06-04,,1,19
90281,อ๊อฟ นมซิ่ง ม.เกษตร,นมสด ชนมปังปิ้ง,1628505402257_ZZBOMNW7JY.jpg,98808,อ๊อฟ นมซิ่ง ม.เกษตร,bakery,13132,2024-06-04,,1,20
149968,GODFATHER-19BKK,ร้านเบอร์เกอร์ทรัฟเฟิลที่ไม่ได้ขายแค่เบอร์เกอร์และไม่เหมือนใครในย่านนี้ๆๆๆๆๆ,1634880226575_OG3EIMNRL1.jpg,165920,GODFATHER-19BKK,burgers,6805,2024-06-04,,2,1
112479,BIG BUNG GER ถนนราษฎอุทิศ,เบอร์เกอร์ ฮาลาล HALAL BURGER,1692174306303_57HSL4EM1O.jpg,123495,BIG BUNG GER ถนนราษฎอุทิศ,burgers,4584,2024-06-04,,2,2
97555,IdahoBurger,สเต็ก เบอร์เกอร์ สลัด ยำ,1627378613869_XYRPVIZBQX.jpg,106861,IdahoBurger,burgers,3574,2024-06-04,,2,3
190898,โฮมเบอร์เกอร์ homeburger,แฮมเบอร์เกอร์ โฮมเมด วัตถุดิบคุณภาพ,1645967192750_CV41DU8EUO.jpg,211594,โฮมเบอร์เกอร์ homeburger,burgers,3299,2024-06-04,,2,4
57899,Burg Republic สาขารามคำแหง,The Best Halal American Burger In Bkk.,1674108230157_EP55LH7DN5.jpg,62448,Burg Republic สาขารามคำแหง,burgers,2987,2024-06-04,,2,5
92331,BAB BUNG BURGER บั๊บบังเบอร์เกอร์(ฮาลาล),เบอร์เกอร์สไตล์โฮมเมดฮาลาล เนื้อเน้นๆ เต็มๆคำ ซอยรามคำแหง  51,1701955086117_RR7H53PH4Y.jpg,101087,BAB BUNG BURGER บั๊บบังเบอร์เกอร์(ฮาลาล),burgers,2436,2024-06-04,,2,6
62078,The Burger Houses,Homemade Burger ทำสดใหม่ทุกชิ้น เนื้อแน่นๆเต็มคำ พร้อมเสิร์ฟถึงมือคุณ,1697626935280_VU9FBEKZYR.jpg,67255,The Burger Houses,burgers,2287,2024-06-04,,2,7
33801,อาแบ เบอร์เกอร์,เบอร์เกอร์สายพันธ์มาเลย์ เบอร์เกอร์ฮาลาล ราคาสบายกระเป๋า,1621085457561_23G725GTA4.jpg,36083,อาแบ เบอร์เกอร์,burgers,1975,2024-06-04,,2,8
22335,บังเกอร์ เบอเกอร์&สเต็ก,Real burger .. Premium street food อาหารสตรีทฟู๊ด ที่เราตั้งใจทำโดยการใช้วัตถุดิคุณภาพดี ไม่ใช่เป็นอาหารขยะ วัตถุดิบทุกอย่างในร้านเป็น Home made เตรียมสดใหม่วันต่อวัน ทำสดใหม่ชิ้นต่อชิ้น,1647151445138_HJSXS30NWD.jpg,24142,บังเกอร์ เบอเกอร์&สเต็ก,burgers,1955,2024-06-04,,2,9
45399,19 Burger               สาขากรุงเทพกรีฑา7 สวนสน,สาขานี้มีเมนูและราคาเท่ากับสาขาแรก ความอร่อยยังคงเหมือนเดิม,1716356054812_4YCBNBAL89.jpg,149362,19 Burger               สาขากรุงเทพกรีฑา7 สวนสน,burgers,1811,2024-06-04,,2,10
16329,บาร์เร่อเกอร์ เบอร์เกอร์ สาขาวัดเกาะ,แฮมเบอร์เกอร์ homemade ราคาเริ่มต้นที่ 39 บาท,1602068706835_O2N75WOPRY.jpg,17285,บาร์เร่อเกอร์ เบอร์เกอร์ สาขาวัดเกาะ,burgers,1639,2024-06-04,,2,11
21492,คุณนายเบอร์เกอร์,แฟลต8ชั้น อาคาร1  ร้านอยู่ติดกับ 7-11  (ป้ายหน้าร้าน มีป้ายไปรษณีย์ติดอยู่),1611214942620_Y1826X1KSD.jpg,23240,คุณนายเบอร์เกอร์,burgers,1530,2024-06-04,,2,12
107193,Tiger burgest ลาดพร้าว107,แฮมเบอร์เกอร์ คนไทยรสชาติถูกปาก คุณภาพดี ราคาไม่แพง,1655193239953_TEE1YFE6EC.jpg,117673,Tiger burgest ลาดพร้าว107,burgers,1525,2024-06-04,,2,13
73652,สามล้อ Burger,ร้าน Burger homemade ราคาย่อมเยาว์,1628311800155_KKR1S5NC5Q.jpg,80483,สามล้อ Burger,burgers,1491,2024-06-04,,2,14
140377,19 burger @จรัญฯ75,"เบอร์เกอร์ เคบับ ฮาล้าล ในย่านบางพลัด
มีหลากหลายรสชาติ ในราคาเบาๆ

เปิด 12.00 น.
ปิดรับออร์เดอร์ 19.30 น.",1632733753175_H0QJIY9BID.jpg,155277,19 burger @จรัญฯ75,burgers,1370,2024-06-04,,2,15
198497,Burger Kitor เบอร์เกอร์กีตอ (ฮาลาล),เบอร์เกอร์กีตอ,1705053335625_XMJGXP0HEY.jpg,220358,Burger Kitor เบอร์เกอร์กีตอ (ฮาลาล),burgers,1367,2024-06-04,,2,16
112479,BIG BUNG GER สาขาซอยมิสทีน,HALAL BURGER ฮาลาลเบอร์เกอร์ AMERICAN BURGER,1692243647139_5E8GGK3X9T.jpg,176680,BIG BUNG GER สาขาซอยมิสทีน,burgers,1341,2024-06-04,,2,17
89880,Salam burger สลามเบอร์เกอร์ ฮาลาล,สลามเบอร์เกอร์ ร้านเบอร์เบอร์ฮาลาล อร่อยเกินราคา ย่านรามอินทรา 117,1623757874273_IIKWAIB8WO.jpg,98344,Salam burger สลามเบอร์เกอร์ ฮาลาล,burgers,1324,2024-06-04,,2,18
18183,เบอร์เกอร์รู,ย้ายกลับมาเริ่มใหม่ที่บ้านครับ,1698923805048_836XYSXITZ.jpg,19325,เบอร์เกอร์รู,burgers,1298,2024-06-04,,2,19
39701,FINE BITE (HALAL),ร้านฮาลาลโฮมเมดเบอร์เกอร์และแซนดวิช ราคาเบาๆแต่คุณภาพเต็มพิกัด สดและใหม่ทุกวัน,1623218695841_SE2ZOBYSL8.jpg,42154,FINE BITE (HALAL),burgers,1248,2024-06-04,,2,20
19154,HIGH COFFEE ROASTER,Coffee & Croissant make fresh everyday,1603799578781_WWZG4EFYN7.jpg,20541,HIGH COFFEE ROASTER,coffee/tea,19407,2024-06-04,,4,1
77203,Amazon อเมซอนคลอง6(สะพานชมพู),เครื่องดื่ม กาเเฟ เบเกอรี่,1622626700912_V8KE41LESQ.jpg,84542,Amazon อเมซอนคลอง6(สะพานชมพู),coffee/tea,16768,2024-06-04,,4,2
13671,กาแฟหมี(SPIRIT COFFEE),เราเชื่ออย่างสุดหัวใจว่า รสชาติที่ดีของกาแฟมาจากการสกัดอย่างตั้งใจ เพื่อให้ได้รสชาติที่อร่อยตามเอกลักษณ์ของเมล็ดกาแฟ,1670729275750_DGIP1JP550.jpg,14372,กาแฟหมี(SPIRIT COFFEE),coffee/tea,15349,2024-06-04,,4,3
24373,I'MPRESSING Coffee & Roastery,ร้านกาแฟ มีเมล็ดกาแฟให้เลือก ทั้งกาแฟไทยเกรดพรีเมียม เมล็ดนำเข้าจากต่างประเทศ และเมล็ดระดับ Specialty,1605754409523_FZ5ZKV7RFR.jpg,26316,I'MPRESSING Coffee & Roastery,coffee/tea,14612,2024-06-04,,4,4
30428,Wela Coffee Room,ร้านกาแฟเล็กๆที่ใส่ใจคุณภาพในทุกๆแก้ว เราคัดเลือกเมล็ด และคั่วกาแฟเอง ตลอดจนวัตถุดิบต่างๆ ไม่ว่าจะเป็น มัทฉะ โกโก้ เบเกอรี่ต่างๆ ในร้าน ที่เราตั้งใจนำเสนอสิ่งที่ดีที่สุดให้ลูกค้าของเรา,1712118335494_1V0658FCO6.jpg,32624,Wela Coffee Room,coffee/tea,13584,2024-06-04,,4,5
49910,coffee no.9 bkk,ร้านกาแฟ Coffee Stand ใช้กาแฟคุณภาพคั่วด้วยความตั้งใจ,1679995904012_MQ74MO6DKQ.jpg,53410,coffee no.9 bkk,coffee/tea,13510,2024-06-04,,4,6
67208,พบหน้า,specialty coffee,1617725494641_SVNZ5J9V70.jpg,73140,พบหน้า,coffee/tea,12218,2024-06-04,,4,7
69533,LITTLE BREW CAFE,บริการกาแฟสด เครื่องดื่มต่างๆ อาหาร เบเกอรี่.,1672385535070_63HISARJ3M.jpg,75661,LITTLE BREW CAFE,coffee/tea,11873,2024-06-04,,4,8
76542,ช่างคั่ว Espresso Bar,ร้านกาแฟช่างคั่ว Espresso Bar มีเมนูกาแฟให้เลือกหลากหลายเมนู ที่มาเมล็ดกาแฟไทยและเมล็ดกาแฟนอก ที่ทางร้านนำเข้าและคั่วเอง หอมอร่อย มีเอกลักษณ์ของร้านช่างคั่ว,1683427264730_WHJGCDNZHH.jpg,83804,ช่างคั่ว Espresso Bar,coffee/tea,11633,2024-06-04,,4,9
29157,Cafe amazon,ร้านกาแฟ,1612157352142_FORN7BL2QG.jpg,31260,Cafe amazon,coffee/tea,11198,2024-06-04,,4,10
57395,A Cup Asoke Coffee & Bakery,ร้านกาแฟและเบเกอรี่ ย่านอโศก เราเน้นวัตถุดิบชั้นดี ในราคาไม่แพง,1643009317920_NS1VXSYR8K.jpg,61845,A Cup Asoke Coffee & Bakery,coffee/tea,10672,2024-06-04,,4,11
100613,Brew Story,once you wake up . coffee first,1626163479874_CPT0X42PL5.jpg,110208,Brew Story,coffee/tea,10428,2024-06-04,,4,12
71070,LONG CAMP Coffee,ร้านกาแฟสายแคมป์ ใช้ Robot Espresso Maker ในการสกัดกาแฟ ทำให้ได้กาแฟที่มีรสชาตินุ่ม อร่อย หอม Open 8.00 - 15.00 น.,1649042460718_L4USOD4NBT.jpg,77415,LONG CAMP Coffee,coffee/tea,10419,2024-06-04,,4,13
175058,Siam Roastery โรงคั่วกาแฟสยามโรสเตอรี่,โรงคั่วกาแฟที่พิถีพิถันตั้งแต่การเลือกเมล็ดกาแฟมาคั่วเอง และนำมาชงเป็นเมนูเครื่องดื่มในสไตล์ Siam Roastery | Specialty Coffee & Tea ที่พร้อมเสริฟชากาแฟและเครื่องดื่มต่างๆ | Thank You for Support Us,1650046436801_PBOI1OQQKN.jpg,193706,Siam Roastery โรงคั่วกาแฟสยามโรสเตอรี่,coffee/tea,10324,2024-06-04,,4,14
48010,Kirin Coffee Bar Kaset,ร้านเลยกรมพัฒนาที่ดินมาหน่อย อยู่ข้างร้านครุยอลงกรณ์ ฝั่งตรงข้ามแบงก์กรุงเทพ อยู่ริมถนนครับ,1669337699750_RBP2RHLG3N.jpg,235317,Kirin Coffee Bar Kaset,coffee/tea,9995,2024-06-04,,4,15
82260,CAFFE.ME Coffee Bar,ร้านกาแฟเล็กๆ เลือกเมล็ดจากโรงคั่วที่เชื่อใจ เสิร์ฟทุกแก้วในราคาที่จับต้องได้,1646663826320_IOPGZTEW5N.jpg,89962,CAFFE.ME Coffee Bar,coffee/tea,8976,2024-06-04,,4,16
21664,Appresso Coffee House,เราเป็นร้านกาแฟอินดี้เล็กๆ (Indy Coffee Shop) ที่พยายามคัดสรร หาสิ่งที่ดีที่สุดมาเสนอให้ลูกค้าของเรา,1604837371086_36XA5BXSFF.jpg,23424,Appresso Coffee House,coffee/tea,8923,2024-06-04,,4,17
71116,TankCoffee Cafe,"ร้านกาแฟสด
cafe&aquarium",1628639892459_4AR80BLJFI.jpg,77462,TankCoffee Cafe,coffee/tea,8853,2024-06-04,,4,18
48010,Kirin Coffee Bar หลังตลาดกระทรวงการคลัง,ตลาดหลังกระทรวงการคลัง,1658275417905_K6JZUGZES9.jpg,51050,Kirin Coffee Bar หลังตลาดกระทรวงการคลัง,coffee/tea,8791,2024-06-04,,4,19
35948,Barrister Coffee Specialist,ร้านกาแฟที่มีเมล็ดไทยและต่างประเทศ รวมถึงเครื่องดื่มอื่นๆที่หลากหลาย ใส่ใจในรสชาติ คุณภาพ และ ความสะอาด,1698735219651_39YV5TOTOY.jpg,38303,Barrister Coffee Specialist,coffee/tea,8351,2024-06-04,,4,20
2548,โจ๊กสามย่าน บรรทัดทอง,เปิดมานานกว่า 60 ปี การันตีคุณภาพและความอร่อย,1652255974179_TWBQXNOG4M.jpg,2599,โจ๊กสามย่าน บรรทัดทอง,congee/rice_soup,130460,2024-06-04,,5,1
8528,โจ๊กสามย่าน จุฬา11,เจ้าเก่า ใกล้ตลาดสามย่าน,1600163540136_BIJBVST0FQ.jpg,8771,โจ๊กสามย่าน จุฬา11,congee/rice_soup,99259,2024-06-04,,5,2
26962,โจ๊กมัลลิกา (ก๋วยจั๊บน้ำข้น) สาขา ลาดพร้าว,โจ๊กหมู เครื่องใน แปะก๊วย เห็ดหอม ปลากระพง กุ้ง ซี่โครงหมูตุ๋นยาจีน รวมมิตร ให้บริการทั้งวัน และตั้งแต่ 11.00 มีก๋วยจั๊บน้ำข้นจนถึง 22.30,1715615859420_3FRORM5SNB.jpg,29005,โจ๊กมัลลิกา (ก๋วยจั๊บน้ำข้น) สาขา ลาดพร้าว,congee/rice_soup,80649,2024-06-04,,5,3
45059,โจ๊กสดใส,อยู่ระหว่างแยกนาคนิวาส35กับ37 (ซอยพร้าว71),1609240169906_LB20IF1L2J.jpg,47820,โจ๊กสดใส,congee/rice_soup,52584,2024-06-04,,5,4
144127,โจ๊กสามย่าน สาขา วังหิน,*สวัสดีค่ะ พนักงานรับ-ส่งอาหาร หากทางร้านยังไม่ได้กดรับออเดอร์ ให้รีบขับรถมาที่ร้านให้พนักงานของเรากดรับออเดอร์ให้ เพื่อความรวดเร็วทันใจ ไม่พลาดออเดอร์อาหารที่จัดส่งให้กับลูกค้าของพวกเรา ขอบคุณค่ะ,1633362890692_EMGVSX3SPM.jpg,159390,โจ๊กสามย่าน สาขา วังหิน,congee/rice_soup,32512,2024-06-04,,5,5
6782,ข้าวต้มปลากิมโป้ สาขาบรรทัดทอง,,1599724967942_2Y3J0ZBLOG.jpg,6958,ข้าวต้มปลากิมโป้ สาขาบรรทัดทอง,congee/rice_soup,30847,2024-06-04,,5,6
53897,โจ๊กสามย่าน สาขาสายไหม,โจ๊กรสชาติคุ้นเคย พร้อมบริการแล้วครับ,1620636950242_GL4B6J8CHT.jpg,83280,โจ๊กสามย่าน สาขาสายไหม,congee/rice_soup,29273,2024-06-04,,5,7
53897,โจ๊กสามย่าน สาขาสะพานใหม่,โจ๊กรสชาติเยี่ยน พร้อมส่งทุกท่านแล้วครับ,1611658477856_4ECGXI4ENW.jpg,57741,โจ๊กสามย่าน สาขาสะพานใหม่,congee/rice_soup,28811,2024-06-04,,5,8
62769,โจ๊กสามย่าน เสนานิคม,"โจ๊กร้อนๆ หมูเด้งอร่อยๆ
การันตีคุณภาพตลอดระยะเวลากว่า 60 ปี",1615509749278_YZD6FZD2D6.jpg,68037,โจ๊กสามย่าน เสนานิคม,congee/rice_soup,26832,2024-06-04,,5,9
18338,ป.ข้าวต้มปลา,ที่ร้านมี ก๋วยจั้บน้ำข้น กับ ข้าวต้มปลา,1628577057215_CHRFMO451N.jpg,19500,ป.ข้าวต้มปลา,congee/rice_soup,25418,2024-06-04,,5,10
53395,โจ๊กสามย่าน ดิอัพ พระราม3,รสชาติดั้งเดิมในตำนาน สาขาน้อง จุฬา ซ.11,1626315883815_J6DW41RHW3.jpg,57195,โจ๊กสามย่าน ดิอัพ พระราม3,congee/rice_soup,23545,2024-06-04,,5,11
124976,โก๋ในซอย x all about halal breakfast,รวมอาหารเช้าฮาล้าล วัตถุดิบคุณภาพดี รสชาติเด็ด,1633720513931_MURF0BO9BZ.jpg,137881,โก๋ในซอย x all about halal breakfast,congee/rice_soup,21622,2024-06-04,,5,12
5952,ข้าวต้มกระดูกหมู สุขุมวิท 71,ข้าวต้มกระดูกหมู ข้าวต้มทรงเครื่อง และ อาหารตามสั่ง,1625661881348_17AZZOQX6R.jpg,6112,ข้าวต้มกระดูกหมู สุขุมวิท 71,congee/rice_soup,21360,2024-06-04,,5,13
1397,โจ๊กแม่ณี,โจ๊กใส่ใจ ห่วงใยคุณภาพ,1601381467954_FF3OE9LP1Q.jpg,1420,โจ๊กแม่ณี,congee/rice_soup,21106,2024-06-04,,5,14
144088,โจ๊กสามย่าน สาขา ลาดพร้าว101,*สวัสดีค่ะ พนักงานรับ-ส่งอาหาร หากทางร้านยังไม่ได้กดรับออเดอร์ ให้รีบขับรถมาที่ร้านให้พนักงานของเรากดรับออเดอร์ให้ เพื่อความรวดเร็วทันใจ ไม่พลาดออเดอร์อาหารที่จัดส่งให้กับลูกค้าของพวกเรา ขอบคุณค่ะ,1633515758165_JH2YQVB13S.jpg,160125,โจ๊กสามย่าน สาขา ลาดพร้าว101,congee/rice_soup,21097,2024-06-04,,5,15
182162,โจ๊กสามย่าน เมืองทองธานี,ขยายสาขามา จากจุฬา ซ.11  ถึงเมืองทองเเล้วค่า รอบเช้า 6.00-10.30 รอบบ่าย 16.00 -20.30ค่ะ,1648209750153_1RXWEXSIMP.jpg,201660,โจ๊กสามย่าน เมืองทองธานี,congee/rice_soup,20460,2024-06-04,,5,16
41604,ตี๋หล่อ โจ๊กข้าวกล้อง น้ำเต้าหู้ ปาท่องโก๋,โจ๊กข้าวกล้อง น้ำเต้าหู้ ปาท่องโก๋.,1608371822612_YTN5184WCZ.jpg,44115,ตี๋หล่อ โจ๊กข้าวกล้อง น้ำเต้าหู้ ปาท่องโก๋,congee/rice_soup,20352,2024-06-04,,5,17
46066,เตี่ยเฮง โจ๊ก ข้าวต้มปลา สุกี้รสเด็ด ชาช้กเตี่ยเฮง ซาลาเปาทอด ขนมจีบ ของดีรัชดา,อาหารอร่อย สะอาด ใส่ใจคุณภาพ ราคาเป็นมิตร อาหารหลากหลายโจ๊ก ข้าวต้ม สุกี้ บะหมี่ ข้าวกุ้งกระเทียมสด ชาชัก เปาทอด ขนมจีบ ทุกออเดอร์สามารถช่วยโลกได้ ต้องการช้อน หรือไม่รับเครื่องปรุงได้ด้านล่างสุด,1609733215545_KBE5UP4W1H.jpg,48907,เตี่ยเฮง โจ๊ก ข้าวต้มปลา สุกี้รสเด็ด ชาช้กเตี่ยเฮง ซาลาเปาทอด ขนมจีบ ของดีรัชดา,congee/rice_soup,19416,2024-06-04,,5,18
11985,แป๊ะโจ๊กหม้อทองเหลือง38ปี (เจ้าเก่าบางโพ),โจ๊ก ข้าวต้ม คั่วไก่ กระเพาะปลาน้ำแดงเห็ดหอม เกาเหลา ยำ ลวกจิ้ม และอื่นๆ การันตีระดับมิชลินไกด4ปีซ้อน,1674646865543_FKXM0ZLTV6.jpg,12523,แป๊ะโจ๊กหม้อทองเหลือง38ปี (เจ้าเก่าบางโพ),congee/rice_soup,18700,2024-06-04,,5,19
53897,โจ๊กสามย่าน สรงประภา-ดอนเมือง,ร้านโจ๊กสามย่าน มาให้บริการแล้วครับ,1630657896300_DZKVOV2G01.jpg,146028,โจ๊กสามย่าน สรงประภา-ดอนเมือง,congee/rice_soup,18635,2024-06-04,,5,20
13591,ร้านข้าวมันไก่เจ้อ้วน,,1601358912716_5GY8PKBR75.jpg,14289,ร้านข้าวมันไก่เจ้อ้วน,cooked_to_order,124135,2024-06-04,,6,1
16077,ข้าวมันไก่ 888 สามแปด - พัฒนาการ,ร้านข้าวมันไก่เจ้าตำรับแห่งถนนพัฒนาการ เปิดมานานกว่า 30 ปี,1601993038870_30NW9KTEBK.jpg,17014,ข้าวมันไก่ 888 สามแปด - พัฒนาการ,cooked_to_order,115251,2024-06-04,,6,2
10885,ข้าวหมูแดงสีมรกต,,1600838427677_TB13N3SEHR.jpg,11231,ข้าวหมูแดงสีมรกต,cooked_to_order,78131,2024-06-04,,6,3
19242,ร้านครัวไก่&ชมจันทร์,ร้านอาหารย่านมหาวิทยาลัยเกษตรศาสตร์ มีอาหารให้เลือกกว่า100เมนู ทั้งอาหารกล่องและอาหารชุดกับข้าว มีอาหารทั้งไทยอีสาน,1603818918895_C4NAQKPW8R.jpg,20632,ร้านครัวไก่&ชมจันทร์,cooked_to_order,77939,2024-06-04,,6,4
5256,ข้าวมันไก่ มงคลวัฒนา (สามเรือน),.ปิดเวลา.16.300น,1654133222850_CGCMIQ33RC.jpg,5368,ข้าวมันไก่ มงคลวัฒนา (สามเรือน),cooked_to_order,75943,2024-06-04,,6,5
83402,ร้านหมูทอดเจ๊จงสาขาวัชรพล,ร้านหมูทอดและกับข้าว,1622010227406_617YQLBKTF.jpg,91207,ร้านหมูทอดเจ๊จงสาขาวัชรพล,cooked_to_order,70360,2024-06-04,,6,6
22985,ร้านพี่กร ม.เกษตร บางเขน,ร้านอาหารตามสั่ง จัดเต็ม รวดเร็ว สดใหม่ ราคาแสนถูก สำหรับ ลูกค้าย่าน ม.เกษตร,1641524923155_BE3HHI1XU5.jpg,24847,ร้านพี่กร ม.เกษตร บางเขน,cooked_to_order,68204,2024-06-04,,6,7
96985,มารีน่า  ข้าวต้มโชคชัย4,ร้านมุสลิมอาหารฮาลาล,1625752856979_L5PE9V18MN.jpg,106236,มารีน่า  ข้าวต้มโชคชัย4,cooked_to_order,58558,2024-06-04,,6,8
146818,เพราจัดจ้านข้าวนุ่มๆ ป้อมเป้,อาหารร้านเรารสจัดจ้านทุกเมนู (ต้องลอง),1706326311880_XU8DZM9B2U.jpg,162357,เพราจัดจ้านข้าวนุ่มๆ ป้อมเป้,cooked_to_order,56679,2024-06-04,,6,9
39653,ข้าวปลาแกะ ห้วยขวาง,ข้าวปลาแกะ / อาหารตามสั่ง /น้ำพริกผักสด / ส้มตำน้ำตก / เครื่องดื่ม / ผลไม้สดพร้อมทาน,1639804341446_0JVGNKX7D1.jpg,42106,ข้าวปลาแกะ ห้วยขวาง,cooked_to_order,50887,2024-06-04,,6,10
